id,count
12597185,1
12602114,1
12602116,1
12591813,2
2346567,1
12602122,7
12602124,8
2346573,3
12602126,1
12602127,1
12602139,6
7153308,2
12597155,3
12578024,18
12578026,2
12602119,2
22525998,4
12602098,1
12591860,1
12602102,1
12602104,8
12591802,1
12602107,7
